,index,RANK,NAME,TEAM,POS,AGE,GP,MPG,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg,Puntos Fantasy,Player,Team,Precio,Uso,Form,TP,PosFantasy,PosAgg
441,441,,javale mcgee,Sac,C-F,36.2,46,7.4,23.4,20.5,45,0.578,125,0.624,7,0.143,0.602,0.609,4.0,2.7,0.4,0.3,0.4,0.7,6.8,4.4,7.1,8.8,108.0,100.4,8.562021739130437,javale mcgee, SAC  ,5.0,0.003,0.0,429.7,Front,Front
442,442,,evan fournier,Nyk,G-F,31.5,3,12.9,24.5,4.7,2,1.0,5,0.4,15,0.133,0.25,0.287,4.0,1.3,1.0,1.3,0.0,0.3,5.3,5.0,6.3,5.4,72.3,101.5,9.354999999999999,evan fournier, DET  ,5.5,0.0,0.0,448.6,Front,Back
443,443,,justin holiday,Den,F-G,35.0,58,14.9,10.6,6.7,4,0.75,58,0.569,136,0.404,0.595,0.598,4.0,1.2,1.2,0.6,0.2,0.2,5.3,5.2,6.4,4.8,123.7,110.0,8.671655172413795,justin holiday, DEN  ,5.0,0.006,0.0,542.2,Front,Front
444,444,,mike muscala,Was,F-C,32.8,24,14.1,14.3,15.0,20,0.75,39,0.487,51,0.275,0.444,0.481,4.0,3.1,1.0,0.2,0.3,0.7,7.1,4.9,8.0,6.6,100.3,114.4,9.480875000000001,mike muscala, OKC  ,5.0,0.0,0.0,405.0,Front,Front
445,445,,svi mykhailiuk,Bos,G-F,26.8,41,10.1,16.1,8.0,9,0.667,29,0.517,108,0.389,0.569,0.575,4.0,1.2,0.9,0.3,0.0,0.3,5.2,4.8,6.0,6.5,119.1,111.8,7.041829268292683,svi mykhailiuk, UTA  ,5.0,0.003,0.0,299.7,Front,Back
446,446,,jaden springer,Phi,G,21.6,32,11.8,18.2,18.0,34,0.824,81,0.469,37,0.216,0.424,0.481,4.0,1.8,1.1,0.8,0.3,0.8,5.8,5.1,6.9,6.8,99.7,103.4,9.2090625,jaden springer, BOS  ,5.0,0.006,0.0,441.6,Front,Back
447,447,,luka garza,Min,C,25.3,25,4.9,33.4,7.4,25,0.72,43,0.628,32,0.281,0.54,0.576,4.0,1.2,0.2,0.2,0.0,0.2,5.2,4.1,5.4,8.1,116.8,92.4,5.89936,luka garza, MIN  ,5.0,0.003,0.0,151.2,Front,Back
448,448,,jaylin williams,Okc,F,21.8,69,13.0,13.5,13.0,41,0.805,84,0.5,144,0.368,0.533,0.561,4.0,3.4,1.6,0.4,0.4,0.5,7.4,5.6,9.0,8.6,119.1,102.3,11.579724637681162,jaylin williams, OKC  ,5.5,0.018,0.0,852.8,Front,Front
449,449,,jaylin williams,Okc,F,21.8,69,13.0,13.5,13.0,41,0.805,84,0.5,144,0.368,0.533,0.561,4.0,3.4,1.6,0.4,0.4,0.5,7.4,5.6,9.0,8.6,119.1,102.3,11.579724637681162,jaylin williams, DEN  ,4.5,0.002,0.0,0.0,Front,Front
450,450,,ousmane dieng,Okc,F,20.9,33,11.1,16.9,14.0,16,0.875,46,0.609,70,0.3,0.513,0.54,4.0,1.5,1.1,0.2,0.2,0.6,5.6,5.2,6.7,6.8,107.4,111.9,7.681151515151516,ousmane dieng, OKC  ,5.0,0.003,0.0,269.7,Front,Front
451,451,,mouhamed gueye,Atl,F,21.4,6,12.1,15.2,4.1,6,0.833,14,0.357,9,0.333,0.413,0.468,4.0,3.7,0.7,0.8,0.7,0.2,7.7,4.7,8.3,7.2,118.1,100.3,12.287500000000001,mouhamed gueye, ATL  ,5.0,0.003,0.0,82.4,Front,Front
452,452,,rayan rupert,Por,G-F,19.9,39,16.2,13.6,16.1,25,0.76,83,0.313,78,0.359,0.422,0.451,4.0,2.4,1.6,0.3,0.1,0.8,6.3,5.6,7.9,6.1,97.6,113.5,9.253435897435896,rayan rupert, POR  ,4.5,0.008,0.0,372.4,Front,Back
453,453,,adama sanogo,Chi,F,22.2,9,7.3,24.9,15.5,12,0.667,27,0.519,0,0.0,0.519,0.558,4.0,4.0,0.0,0.1,0.0,0.6,8.0,4.0,8.0,0.0,116.4,109.2,8.403333333333334,adama sanogo, CHI  ,4.5,0.005,0.0,77.2,Front,Front
454,454,,mamadi diakite,San,F,27.2,3,5.3,20.2,0.0,6,0.667,5,0.8,0,0.0,0.8,0.785,4.0,1.0,0.7,0.0,0.3,0.0,5.0,4.7,5.7,10.6,167.1,115.8,6.850666666666666,mamadi diakite, PHX  ,4.5,0.001,0.0,24.8,Front,Front
455,455,,matt hurt,Mem,F,24.0,8,14.2,14.2,5.5,3,1.0,14,0.5,20,0.25,0.426,0.453,4.0,2.0,0.5,0.4,0.4,0.3,6.0,4.5,6.5,4.5,103.8,113.7,8.45,matt hurt, MEM  ,4.5,0.0,0.0,73.2,Front,Front
456,456,,xavier tillman,Bos,F,25.3,20,13.7,11.8,7.0,7,0.571,38,0.684,28,0.286,0.576,0.579,4.0,2.7,1.0,0.5,0.5,0.3,6.7,5.0,7.7,6.5,126.9,109.0,10.440249999999999,xavier tillman, BOS  ,6.5,0.007,0.0,903.7,Front,Front
457,457,,izaiah brockington,Nor,G,24.8,1,3.4,64.0,0.0,0,0.0,4,0.5,1,0.0,0.4,0.4,4.0,2.0,0.0,0.0,0.0,0.0,6.0,4.0,6.0,0.0,0.0,0.0,6.4,izaiah brockington, NOP  ,4.5,0.0,0.0,6.4,Front,Back
458,458,,deandre jordan,Den,C,35.7,36,11.0,15.4,19.8,53,0.491,93,0.624,0,0.0,0.624,0.61,3.9,4.4,0.7,0.2,0.4,0.6,8.3,4.7,9.0,8.3,120.0,98.7,10.876861111111111,deandre jordan, DEN  ,5.5,0.011,0.0,412.4,Front,Back
459,459,,chris duarte,Sac,G,26.8,59,12.2,14.9,11.0,33,0.788,83,0.434,127,0.346,0.486,0.512,3.9,1.8,0.7,0.5,0.1,0.4,5.7,4.6,6.4,5.6,105.5,107.0,7.906169491525423,chris duarte, CHI  ,5.0,0.014,0.0,505.2,Front,Back
460,460,,jules bernard,Was,G,24.2,19,7.9,21.4,11.1,9,0.556,35,0.514,29,0.379,0.539,0.544,3.9,1.4,0.8,0.2,0.1,0.4,5.3,4.7,6.1,8.3,108.6,115.5,6.972473684210526,jules bernard, CLE  ,4.5,0.005,0.0,133.2,Back,Back
461,461,,anthony gill,Was,F,31.5,50,9.3,18.0,12.5,36,0.806,119,0.546,41,0.244,0.5,0.537,3.8,1.9,0.7,0.3,0.2,0.5,5.7,4.5,6.3,7.4,109.0,113.6,7.609519999999998,anthony gill, WAS  ,5.0,0.001,0.0,401.8,Front,Front
462,462,,tre mann,Okc,G,23.2,13,9.2,18.0,18.2,1,1.0,21,0.571,19,0.421,0.6,0.606,3.8,1.8,1.5,0.2,0.0,0.7,5.6,5.3,7.2,9.4,114.9,113.9,7.8776153846153845,tre mann, CHA  ,9.0,0.003,0.0,905.3,Back,Back
463,463,,sidy cissoko,San,G,20.0,12,11.7,12.8,8.3,15,0.8,21,0.714,12,0.083,0.5,0.568,3.8,1.8,0.8,0.6,0.3,0.3,5.6,4.6,6.4,6.0,123.3,106.6,8.607999999999999,sidy cissoko, SAS  ,4.5,0.004,0.0,113.4,Front,Back
464,464,,kira lewis jr.,Uta,G,23.0,12,9.9,17.5,12.9,9,0.778,27,0.593,13,0.154,0.475,0.512,3.8,1.0,1.6,0.3,0.1,0.5,4.8,5.3,6.3,7.4,112.7,122.3,7.6525,kira lewis jr., WAS  ,5.0,0.001,0.0,194.7,Front,Back
465,465,,oshae brissett,Bos,F-G,25.8,55,11.5,14.5,11.5,83,0.602,98,0.541,55,0.273,0.493,0.53,3.7,2.9,0.8,0.3,0.1,0.4,6.6,4.5,7.4,7.1,120.4,105.4,8.735399999999998,oshae brissett, BOS  ,5.0,0.003,0.0,520.0,Front,Front
466,466,,kj martin,Phi,F,23.3,58,12.3,13.2,14.9,39,0.538,148,0.581,23,0.304,0.564,0.569,3.7,2.2,0.9,0.3,0.2,0.5,5.9,4.6,6.8,6.3,113.0,103.9,8.17851724137931,,,,,,,,Front
467,467,,jamal cain,Mia,F,25.1,26,10.0,16.7,9.2,23,0.783,48,0.479,31,0.355,0.5,0.544,3.7,1.4,0.4,0.4,0.2,0.3,5.2,4.1,5.5,5.1,111.9,106.7,6.911076923076923,jamal cain, NOP  ,4.5,0.003,0.0,193.4,Front,Front
468,468,,drew peterson,Bos,F,24.4,3,7.6,13.4,14.3,0,0.0,1,1.0,5,0.6,0.917,0.917,3.7,0.3,0.3,0.7,0.0,0.3,4.0,4.0,4.3,3.6,144.2,110.0,5.576666666666667,drew peterson, BOS  ,4.5,0.002,0.0,18.7,Front,Front
469,469,,t.j. warren,Min,F,30.6,11,11.3,16.6,8.8,4,0.75,28,0.571,13,0.154,0.463,0.479,3.7,2.0,0.8,0.4,0.1,0.4,5.7,4.5,6.5,6.4,102.5,103.4,7.925636363636363,t.j. warren, NYK  ,5.0,0.006,0.0,91.9,Front,Front
470,470,,jamaree bouyea,San,G,24.8,3,12.6,9.0,12.5,0,0.0,6,0.667,1,1.0,0.786,0.786,3.7,3.0,1.0,0.3,0.0,0.3,6.7,4.7,7.7,7.1,141.0,98.8,9.068,jamaree bouyea, SAS  ,4.5,0.0,0.0,54.3,Front,Back
471,471,,yuta watanabe,Pho,G-F,29.5,29,13.2,13.6,14.1,15,0.667,22,0.5,75,0.32,0.485,0.502,3.6,1.5,0.3,0.3,0.2,0.6,5.1,3.9,5.4,3.6,96.2,110.6,6.2363793103448275,yuta watanabe, MEM  ,5.0,0.004,0.0,241.1,Front,Back
472,472,,lindy waters iii,Okc,F,26.7,38,7.4,17.3,6.3,2,1.0,19,0.632,85,0.435,0.649,0.653,3.6,1.1,0.6,0.1,0.2,0.2,4.7,4.2,5.3,7.2,128.3,109.5,6.22371052631579,lindy waters iii, GSW  ,5.0,0.003,0.0,250.0,Front,Front
473,473,,james bouknight,Cha,G,23.6,14,5.8,24.0,4.6,2,0.5,11,0.455,30,0.433,0.598,0.597,3.6,0.6,0.4,0.1,0.1,0.1,4.2,4.0,4.6,6.6,115.8,121.8,5.190000000000001,james bouknight, CHA  ,4.5,0.001,0.0,73.8,Front,Back
474,474,,gui santos,Gol,F,21.8,23,8.4,15.2,11.2,17,0.941,28,0.643,27,0.37,0.6,0.656,3.6,2.1,0.6,0.2,0.1,0.3,5.7,4.2,6.3,7.9,134.0,105.6,7.284130434782609,gui santos, GSW  ,4.5,0.003,0.0,172.8,Front,Front
475,475,,collin gillespie,Den,G,24.8,24,9.4,17.1,16.8,12,0.667,31,0.548,38,0.395,0.572,0.586,3.6,0.9,1.1,0.5,0.0,0.6,4.5,4.8,5.6,6.5,109.1,105.5,6.755416666666667,collin gillespie, PHX  ,4.5,0.002,0.0,177.7,Back,Back
476,476,,jarace walker,Ind,F,20.6,33,10.3,16.1,13.3,9,0.889,55,0.418,55,0.4,0.509,0.527,3.6,1.9,1.2,0.5,0.3,0.5,5.5,4.8,6.8,7.8,108.3,112.7,8.815787878787878,jarace walker, IND  ,5.0,0.006,0.0,316.6,Front,Front
477,477,,jordan mclaughlin,Min,G,28.0,56,11.2,12.1,11.6,18,0.722,56,0.5,89,0.472,0.628,0.638,3.5,1.3,2.0,0.6,0.1,0.3,4.8,5.4,6.7,7.5,136.3,107.8,9.142499999999998,jordan mclaughlin, SAC  ,5.0,0.001,0.0,553.4,Front,Back
478,478,,onuralp bitim,Chi,F,25.0,23,11.7,15.8,10.6,5,0.8,40,0.5,44,0.273,0.452,0.464,3.5,1.4,0.6,0.1,0.1,0.4,4.9,4.0,5.4,4.9,94.3,112.9,6.059826086956521,onuralp bitim, CHI  ,4.5,0.002,0.0,139.9,Front,Front
479,479,,mike muscala,Det,F-C,32.8,13,13.2,11.9,4.3,4,0.5,10,0.2,34,0.382,0.489,0.492,3.5,2.2,0.8,0.2,0.4,0.2,5.7,4.2,6.5,5.6,113.4,115.6,8.298769230769233,mike muscala, OKC  ,5.0,0.0,0.0,405.0,Front,Front
480,480,,richaun holmes,Dal,F,30.5,23,10.3,14.5,16.8,21,0.571,59,0.559,0,0.0,0.559,0.572,3.4,3.4,0.7,0.1,0.4,0.5,6.8,4.0,7.4,7.8,120.5,103.3,9.019260869565219,richaun holmes, WAS  ,5.0,0.004,0.0,520.9,Front,Front
481,481,,harry giles iii,Bro,F-C,26.0,16,5.1,30.3,13.7,13,0.538,33,0.576,11,0.273,0.534,0.543,3.4,1.6,0.4,0.1,0.2,0.4,5.0,3.8,5.4,10.2,106.4,99.1,6.0961875,harry giles iii, CHA  ,4.5,0.004,0.0,109.0,Front,Front
482,482,,nassir little,Pho,F-G,24.2,45,10.2,13.9,10.1,20,0.85,54,0.667,70,0.3,0.544,0.572,3.4,1.7,0.5,0.2,0.2,0.3,5.0,3.8,5.5,5.6,114.0,109.8,6.668577777777778,nassir little, MIA  ,5.0,0.002,0.0,319.5,Front,Front
483,483,,moses brown,Por,C,24.5,22,9.1,19.1,14.4,31,0.29,65,0.508,0,0.0,0.508,0.477,3.4,3.9,0.3,0.2,0.3,0.5,7.3,3.7,7.6,7.0,101.5,103.5,9.040454545454544,moses brown, POR  ,5.0,0.0,0.0,213.7,Front,Back
484,484,,jalen mcdaniels,Tor,F-C,26.2,50,10.8,18.7,13.7,37,0.73,118,0.449,71,0.169,0.376,0.412,3.4,1.6,0.7,0.4,0.1,0.6,5.0,4.1,5.7,5.8,85.5,112.2,6.74942,jalen mcdaniels, SAC  ,5.0,0.008,0.0,364.3,Front,Front
485,485,,wenyen gabriel,Mem,F,27.1,5,16.2,17.1,26.7,5,0.0,16,0.438,6,0.167,0.386,0.351,3.4,5.0,0.6,0.4,0.4,1.6,8.4,4.0,9.0,5.4,67.5,102.9,10.304400000000001,wenyen gabriel, MEM  ,4.5,0.002,0.0,55.5,Front,Front
486,486,,buddy boeheim,Det,F,24.4,10,8.4,17.0,0.0,10,0.8,4,0.25,25,0.32,0.448,0.509,3.4,1.0,0.3,0.0,0.1,0.0,4.4,3.7,4.7,4.8,116.1,119.3,5.250000000000001,buddy boeheim, DET  ,4.5,0.0,0.0,53.5,Front,Front
487,487,,garrett temple,Tor,G-F,37.9,27,10.7,15.0,15.2,22,0.818,38,0.447,40,0.3,0.449,0.502,3.3,1.7,1.0,0.4,0.1,0.5,4.9,4.3,6.0,6.6,106.9,112.4,7.298074074074075,garrett temple, TOR  ,4.5,0.007,0.0,215.0,Front,Back
488,488,,tristan thompson,Cle,C-F,33.1,49,11.2,13.7,19.6,52,0.288,118,0.619,1,0.0,0.613,0.567,3.3,3.6,1.0,0.2,0.3,0.6,6.8,4.3,7.9,8.1,118.1,103.8,9.506938775510205,tristan thompson, CLE  ,5.0,0.013,0.0,495.3,Front,Front
489,489,,dwight powell,Dal,F-C,32.7,63,13.3,9.1,23.1,89,0.708,103,0.689,3,0.333,0.684,0.716,3.3,3.4,1.3,0.4,0.3,0.5,6.7,4.6,8.0,7.3,146.6,104.2,10.23068253968254,dwight powell, DAL  ,5.5,0.015,0.0,696.8,Front,Front
490,490,,vasilije micic,Okc,G,30.3,30,12.0,15.4,24.1,19,0.737,46,0.565,45,0.244,0.467,0.498,3.3,0.8,2.5,0.3,0.1,1.0,4.1,5.8,6.6,6.3,102.0,113.3,7.807433333333332,vasilije micic, CHA  ,5.5,0.034,0.0,935.6,Back,Back
491,491,,charles bassey,San,C-F,23.5,19,10.8,11.8,27.1,6,0.833,39,0.744,1,0.0,0.725,0.739,3.3,4.0,1.1,0.4,0.9,0.8,7.3,4.4,8.4,9.0,125.0,100.4,11.567368421052633,charles bassey, SAS  ,5.0,0.0,0.0,245.7,Front,Front
492,492,,micah potter,Uta,C,26.0,16,11.6,10.9,11.0,8,0.75,19,0.526,21,0.429,0.588,0.609,3.3,2.7,0.4,0.3,0.4,0.3,6.0,3.7,6.4,5.3,121.5,115.0,8.2534375,micah potter, UTA  ,4.5,0.002,0.0,138.6,Front,Back
493,493,,oscar tshiebwe,Ind,F-C,24.4,8,5.2,23.5,0.0,8,0.75,20,0.5,0,0.0,0.5,0.553,3.3,2.0,0.3,0.3,0.1,0.0,5.3,3.5,5.5,9.7,131.4,112.8,6.9,oscar tshiebwe, UTA  ,4.5,0.001,0.0,57.2,Front,Front
494,494,,terquavion smith,Phi,G,21.3,16,5.3,28.2,13.1,5,0.6,11,0.455,35,0.371,0.533,0.539,3.3,0.3,0.8,0.5,0.0,0.4,3.5,4.0,4.3,7.0,103.4,107.0,5.4078124999999995,terquavion smith, PHI  ,4.5,0.0,0.0,91.8,Front,Back
495,495,,ish smith,Cha,G,35.8,43,17.2,12.3,22.9,4,0.75,150,0.413,8,0.5,0.43,0.435,3.2,1.8,3.4,0.4,0.1,1.1,5.0,6.6,8.4,6.3,97.3,118.1,10.390232558139536,ish smith, CHA  ,5.0,0.001,0.0,466.7,Front,Back
496,496,,boban marjanovic,Hou,C,35.7,14,5.1,27.1,12.7,14,0.643,32,0.563,2,0.0,0.529,0.56,3.2,2.3,0.4,0.1,0.1,0.4,5.5,3.6,5.9,11.2,111.6,104.4,6.576714285714285,boban marjanovic, HOU  ,4.5,0.006,0.0,96.4,Front,Back
497,497,,zeke nnaji,Den,F-C,23.3,58,9.9,15.4,15.3,62,0.677,126,0.5,23,0.261,0.483,0.528,3.2,2.2,0.6,0.3,0.7,0.5,5.4,3.8,5.9,6.5,112.1,102.7,8.246603448275863,zeke nnaji, DEN  ,5.0,0.002,0.0,517.2,Front,Front
498,498,,brandon williams,Dal,G,24.4,17,6.6,26.0,11.4,17,0.647,39,0.436,15,0.2,0.398,0.439,3.2,0.8,1.0,0.1,0.1,0.4,3.9,4.2,4.9,8.3,96.7,118.1,5.636882352941177,brandon williams, DAL  ,4.5,0.008,0.0,94.1,Front,Back
499,499,,jt thor,Cha,F,21.6,63,12.4,11.7,7.6,20,0.55,102,0.51,81,0.346,0.514,0.519,3.2,2.3,0.5,0.2,0.4,0.2,5.5,3.6,5.9,5.0,110.1,116.1,7.670603174603174,jt thor, CLE  ,5.0,0.007,0.0,516.7,Front,Front
500,500,,a.j. lawson,Dal,G,23.7,42,7.4,20.0,10.3,23,0.652,71,0.577,50,0.26,0.5,0.519,3.2,1.2,0.5,0.2,0.1,0.3,4.4,3.7,4.9,6.7,104.7,111.8,5.726428571428572,a.j. lawson, DAL  ,5.0,0.002,0.0,251.0,Front,Back
501,501,,wesley matthews,Atl,G,37.5,36,11.5,11.7,7.6,24,0.75,28,0.357,69,0.348,0.474,0.511,3.1,1.5,0.6,0.4,0.3,0.2,4.5,3.7,5.2,4.9,111.9,111.8,6.9563333333333315,wesley matthews, ATL  ,5.0,0.002,0.0,281.1,Front,Back
502,502,,gabe vincent,Lal,G,27.8,11,19.8,10.9,9.2,2,0.5,21,0.571,28,0.107,0.337,0.341,3.1,0.8,1.9,0.8,0.0,0.5,3.9,5.0,5.8,3.4,86.0,111.6,7.998181818181818,gabe vincent, LAL  ,4.5,0.081,0.0,98.3,Front,Back
503,503,,dalen terry,Chi,F,21.8,59,11.5,13.4,16.9,43,0.581,83,0.627,74,0.23,0.494,0.512,3.1,1.9,1.4,0.5,0.3,0.5,5.0,4.4,6.3,7.0,108.4,106.5,8.532966101694914,dalen terry, CHI  ,5.0,0.002,0.0,540.1,Front,Front
504,504,,robert covington,Lac,F,33.3,3,23.1,6.3,0.0,2,0.5,1,1.0,8,0.25,0.444,0.455,3.0,2.7,2.3,2.0,0.7,0.0,5.7,5.3,8.0,4.6,130.2,106.3,15.09,robert covington, PHI  ,5.0,0.0,0.0,439.4,Front,Front
505,505,,saben lee,Pho,G,24.8,24,7.7,18.8,12.6,39,0.744,39,0.462,16,0.125,0.382,0.492,3.0,1.3,1.3,0.3,0.1,0.3,4.3,4.2,5.5,8.9,114.7,110.9,6.9705,saben lee, PHX  ,4.5,0.002,0.0,175.2,Back,Back
506,506,,johnny davis,Was,G,22.1,50,12.3,12.2,7.8,24,0.583,114,0.421,40,0.35,0.448,0.462,3.0,1.4,0.6,0.4,0.2,0.3,4.5,3.7,5.1,4.4,98.4,115.6,6.5196000000000005,johnny davis, WAS  ,5.0,0.001,0.0,357.4,Front,Back
507,507,,olivier-maxence prosper,Dal,F,21.8,40,8.4,16.6,7.1,41,0.683,59,0.458,45,0.289,0.447,0.496,3.0,2.0,0.6,0.2,0.1,0.2,5.0,3.6,5.6,7.3,113.0,112.4,6.726550000000001,olivier-maxence prosper, DAL  ,5.0,0.001,0.0,273.8,Front,Front
508,508,,davis bertans,Okc,F,31.4,15,6.1,16.0,3.6,15,0.933,2,0.0,24,0.417,0.577,0.675,2.9,0.7,0.6,0.2,0.2,0.1,3.6,3.5,4.2,7.0,146.2,106.5,5.374600000000001,davis bertans, CHA  ,5.0,0.0,0.0,511.7,Front,Front
509,509,,kira lewis jr.,Nor,G,23.0,15,9.6,19.6,13.2,11,0.909,32,0.438,20,0.1,0.327,0.387,2.9,0.9,1.2,0.3,0.1,0.5,3.9,4.1,5.1,6.1,89.0,112.4,6.1154,kira lewis jr., WAS  ,5.0,0.001,0.0,194.7,Front,Back
510,510,,trevelin queen,Orl,G,27.1,14,11.8,13.3,15.4,12,0.75,21,0.524,17,0.176,0.408,0.462,2.9,1.4,1.3,0.5,0.4,0.5,4.3,4.1,5.6,5.9,101.1,105.1,7.786000000000001,trevelin queen, ORL  ,4.5,0.001,0.0,120.0,Front,Back
511,511,,jeremiah robinson-earl,Nor,F,23.4,39,8.6,15.4,14.4,16,0.75,56,0.571,39,0.333,0.542,0.564,2.9,1.9,0.5,0.3,0.1,0.4,4.9,3.5,5.4,6.5,112.1,108.3,6.376487179487179,jeremiah robinson-earl, NOP  ,5.0,0.001,0.0,263.7,Front,Front
512,512,,ish wainright,Por,F,29.6,7,6.6,18.4,5.1,2,1.0,2,0.0,16,0.375,0.5,0.53,2.9,1.3,0.0,0.3,0.1,0.1,4.1,2.9,4.1,0.0,106.2,109.4,5.1171428571428565,ish wainright, PHX  ,4.5,0.002,0.0,54.3,Front,Front
513,513,,nate williams,Hou,G,25.2,22,5.9,19.6,7.4,13,0.538,45,0.556,5,0.4,0.56,0.565,2.9,1.0,0.3,0.2,0.0,0.2,3.9,3.2,4.2,6.5,117.7,110.7,4.7151818181818195,,,,,,,,Back
514,514,,lamar stevens,Bos,F,26.8,19,6.4,21.0,16.6,11,0.727,37,0.486,8,0.375,0.5,0.532,2.8,1.6,0.4,0.3,0.3,0.5,4.4,3.2,4.8,7.6,106.5,101.0,6.007421052631578,lamar stevens, DET  ,5.5,0.001,0.0,577.4,Front,Front
515,515,,orlando robinson,Mia,C,23.8,36,8.4,14.8,19.9,25,0.76,57,0.491,15,0.533,0.556,0.596,2.8,2.3,0.9,0.2,0.2,0.5,5.1,3.7,6.0,8.6,119.9,101.6,7.158861111111111,orlando robinson, SAC  ,4.5,0.016,0.0,277.8,Front,Back
516,516,,d.j. carton,Tor,G,23.7,4,8.9,13.5,10.7,5,0.8,4,0.5,4,0.25,0.438,0.539,2.8,1.0,0.8,0.3,0.0,0.3,3.8,3.5,4.5,5.9,119.8,115.6,5.45,d.j. carton, TOR  ,4.5,0.0,0.0,22.3,Front,Back
517,517,,danilo gallinari,Mil,F,35.7,17,9.1,15.3,21.1,18,0.889,20,0.55,17,0.176,0.419,0.523,2.8,1.1,0.7,0.4,0.1,0.6,3.8,3.5,4.5,5.7,102.9,109.7,5.533411764705883,danilo gallinari, MIL  ,5.5,0.003,0.0,529.1,Front,Front
518,518,,henri drell,Chi,F,24.0,4,7.5,18.9,16.4,2,0.5,4,0.5,6,0.333,0.5,0.506,2.8,1.0,1.0,0.5,0.3,0.5,3.8,3.8,4.8,7.5,102.5,96.0,6.5485,henri drell, POR  ,4.5,0.0,0.0,28.8,Front,Front
519,519,,nicolas batum,Lac,G-F,35.3,3,18.0,7.3,11.1,0,0.0,1,1.0,7,0.286,0.5,0.5,2.7,2.3,1.7,1.0,1.3,0.3,5.0,4.3,6.7,4.9,112.5,107.6,12.278666666666664,nicolas batum, LAC  ,7.0,0.015,0.0,1027.6,Front,Back
520,520,,patty mills,Atl,G,35.7,19,10.6,12.2,13.6,0,0.0,17,0.353,34,0.382,0.5,0.5,2.7,1.1,0.7,0.5,0.1,0.4,3.7,3.4,4.5,4.8,101.6,114.6,5.852421052631579,patty mills, UTA  ,5.0,0.019,0.0,267.0,Front,Back
521,521,,damian jones,Cle,C,28.8,39,6.9,15.4,15.2,21,0.857,58,0.69,14,0.214,0.618,0.659,2.7,1.6,0.4,0.2,0.3,0.3,4.3,3.1,4.7,7.0,124.5,105.2,5.9642307692307694,damian jones, CLE  ,5.0,0.0,0.0,250.9,Front,Back
522,522,,emoni bates,Cle,F,20.2,15,8.9,19.5,14.0,4,0.25,16,0.313,33,0.303,0.408,0.404,2.7,0.9,0.7,0.1,0.1,0.5,3.7,3.4,4.3,5.4,79.9,115.2,4.764200000000001,emoni bates, CLE  ,4.5,0.02,0.0,73.8,Front,Front
523,523,,leaky black,Cha,F,24.8,26,10.9,10.1,10.3,15,0.667,32,0.5,20,0.45,0.567,0.589,2.7,1.8,0.9,0.3,0.4,0.2,4.5,3.6,5.4,6.0,124.3,116.2,7.3640384615384615,leaky black, WAS  ,4.5,0.005,0.0,213.6,Front,Front
524,524,,malik williams,Tor,C,25.6,7,15.2,15.2,8.1,2,0.0,29,0.276,5,0.2,0.279,0.272,2.7,5.4,0.3,0.4,0.6,0.4,8.1,3.0,8.4,4.3,78.3,104.8,11.24542857142857,malik williams, TOR  ,4.5,0.0,0.0,70.1,Front,Back
525,525,,otto porter jr.,Tor,F,30.9,15,11.6,8.9,5.6,3,1.0,10,0.6,23,0.348,0.545,0.568,2.6,1.9,0.5,0.3,0.3,0.1,4.5,3.1,5.1,4.7,122.1,110.7,6.7308,otto porter jr., UTA  ,4.5,0.002,0.0,113.8,Front,Front
526,526,,moussa diabate,Lac,F,22.2,11,5.8,18.6,9.4,14,0.643,19,0.526,0,0.0,0.526,0.576,2.6,2.3,0.4,0.5,0.1,0.2,4.9,3.0,5.3,9.2,135.9,109.5,6.995454545454546,moussa diabate, CHA  ,4.5,0.004,0.0,79.8,Front,Front
527,527,,kenneth lofton jr.,Mem,F,21.7,15,6.6,21.6,13.9,15,0.533,27,0.407,10,0.3,0.419,0.447,2.6,1.0,0.9,0.2,0.2,0.4,3.6,3.5,4.5,8.0,95.3,102.1,5.5482,kenneth lofton jr., CHI  ,5.0,0.012,0.0,210.1,Front,Front
528,528,,yuta watanabe,Mem,G-F,29.5,5,16.4,12.0,13.6,2,0.0,9,0.556,10,0.1,0.342,0.327,2.6,1.8,1.0,0.6,0.0,0.6,4.4,3.6,5.4,4.1,69.6,112.8,6.861600000000001,yuta watanabe, MEM  ,5.0,0.004,0.0,241.1,Front,Back
529,529,,timmy allen,Mem,F,24.3,5,25.1,8.9,7.9,2,0.5,16,0.375,7,0.0,0.261,0.272,2.6,3.4,1.0,0.8,0.0,0.4,6.0,3.6,7.0,3.3,72.5,103.9,9.379999999999999,timmy allen, MEM  ,4.5,0.0,0.0,50.9,Front,Front
530,530,,markieff morris,Dal,F,34.6,26,8.3,16.4,14.9,6,0.833,26,0.308,42,0.357,0.449,0.467,2.5,1.5,0.6,0.2,0.1,0.5,4.0,3.2,4.7,6.3,92.3,112.7,5.338307692307693,markieff morris, DAL  ,5.0,0.006,0.0,148.8,Front,Front
531,531,,alex len,Sac,C,30.8,48,9.3,11.8,24.9,34,0.588,78,0.641,3,0.0,0.617,0.625,2.5,2.7,1.0,0.2,0.7,0.6,5.2,3.5,6.2,8.1,122.4,101.7,8.439750000000002,alex len, SAC  ,5.0,0.003,0.0,453.6,Front,Back
